1;50;1.4551e-05;7.0505e-05;0.206383
1;100;5.2307e-05;0.00030583;0.171033
1;150;0.000105505;0.000544159;0.193886
1;200;0.00018598;0.00122464;0.151866
2;50;1.2299e-05;0.000235828;0.0521524
2;100;4.8838e-05;0.000600802;0.081288
2;150;0.000102092;0.00121359;0.0841237
2;200;0.0001824;0.00252415;0.072262
4;50;1.2219e-05;0.000303433;0.0402692
4;100;5.0388e-05;0.000572445;0.0880224
4;150;0.00010133;0.00108424;0.0934567
4;200;0.000192689;0.00238879;0.0806637
8;50;1.3274e-05;0.000370426;0.0358344
8;100;5.0423e-05;0.000788323;0.0639624
8;150;0.000111653;0.00137957;0.0809332
8;200;0.000199308;0.00274816;0.0725241
12;50;1.3803e-05;0.000417979;0.0330232
12;100;5.1927e-05;0.000913163;0.056865
12;150;0.00011496;0.00155658;0.0738542
12;200;0.000204432;0.00291513;0.070128
16;50;1.3754e-05;0.000527555;0.0260712
16;100;5.1817e-05;0.000970455;0.0533945
16;150;0.000114926;0.00169863;0.067658
16;200;0.000204594;0.00307657;0.0665007
24;50;1.3622e-05;0.00133353;0.010215
24;100;5.2079e-05;0.0143084;0.00363976
24;150;0.000115334;0.00200096;0.0576392
24;200;0.000205589;0.00350397;0.0586731
1;50;1.3405e-05;6.3212e-05;0.212064
1;100;4.964e-05;0.000264983;0.187333
1;150;0.000107737;0.000555521;0.193939
1;200;0.000185841;0.00128679;0.144422
2;50;1.3098e-05;0.000219655;0.0596299
2;100;5.0474e-05;0.000661444;0.0763088
2;150;0.00010452;0.00130435;0.0801321
2;200;0.000195132;0.002578;0.0756911
4;50;1.3068e-05;0.000311877;0.0419011
4;100;4.8902e-05;0.000600816;0.0813926
4;150;0.000101759;0.00113219;0.0898778
4;200;0.000180598;0.00230181;0.0784592
8;50;1.3632e-05;0.000358368;0.0380391
8;100;5.0369e-05;0.000781907;0.0644181
8;150;0.000113182;0.00136616;0.0828469
8;200;0.000198096;0.0027104;0.0730874
12;50;1.3684e-05;0.000464996;0.0294282
12;100;5.1834e-05;0.000965758;0.0536718
12;150;0.000115162;0.00156183;0.0737353
12;200;0.000205798;0.00298595;0.068922
16;50;1.3762e-05;0.00722121;0.00190578
16;100;5.1902e-05;0.0319155;0.00162623
16;150;0.000115557;0.0250434;0.00461428
16;200;0.000206991;0.0030455;0.0679662
24;50;1.3665e-05;0.00525024;0.00260274
24;100;5.2101e-05;0.110406;0.000471905
24;150;0.000115116;0.00245495;0.0468913
24;200;0.000204142;0.00347812;0.0586932
1;50;1.681e-05;7.6419e-05;0.219971
1;100;5.32e-05;0.000287549;0.185012
1;150;0.000110162;0.000548122;0.200981
1;200;0.000185295;0.0012483;0.148438
2;50;1.2423e-05;0.000203791;0.0609595
2;100;4.6545e-05;0.000625603;0.0744002
2;150;0.000102032;0.00120299;0.0848154
2;200;0.000192062;0.00249058;0.0771154
4;50;1.2998e-05;0.000298367;0.0435638
4;100;4.8833e-05;0.000580717;0.0840909
4;150;0.000108072;0.00114299;0.0945519
4;200;0.000181138;0.00244352;0.0741298
8;50;1.3789e-05;0.0003484;0.0395781
8;100;5.2262e-05;0.000727891;0.0717992
8;150;0.000125473;0.0013758;0.0911998
8;200;0.000197891;0.00272356;0.0726588
12;50;1.3946e-05;0.000487066;0.0286327
12;100;5.2104e-05;0.00095309;0.0546685
12;150;0.000115149;0.0015766;0.0730364
12;200;0.000204857;0.0029606;0.0691943
16;50;1.3699e-05;0.0062806;0.00218116
16;100;5.189e-05;0.000974373;0.0532548
16;150;0.000114932;0.00167735;0.06852
16;200;0.000207382;0.00309212;0.0670678
24;50;1.3696e-05;0.0342766;0.000399573
24;100;5.2091e-05;0.0170768;0.0030504
24;150;0.000115075;0.739828;0.000155543
24;200;0.000207344;0.00345752;0.0599691
1;50;1.65e-05;7.6319e-05;0.216198
1;100;5.3592e-05;0.000288452;0.185792
1;150;0.000109057;0.000576577;0.189146
1;200;0.000191976;0.00128983;0.148838
2;50;1.324e-05;0.000214546;0.0617117
2;100;4.9517e-05;0.000616407;0.0803317
2;150;0.000108853;0.00128792;0.0845183
2;200;0.000181288;0.00249157;0.0727606
4;50;1.218e-05;0.000295188;0.0412618
4;100;4.8673e-05;0.000654197;0.0744011
4;150;0.000108143;0.0013376;0.0808482
4;200;0.000180861;0.0024979;0.0724052
8;50;1.3236e-05;0.00034891;0.0379353
8;100;5.0399e-05;0.000799574;0.0630323
8;150;0.000115361;0.00134771;0.085598
8;200;0.000197308;0.00270638;0.0729047
12;50;1.3664e-05;0.000456688;0.0299198
12;100;5.1711e-05;0.000934933;0.0553098
12;150;0.000116916;0.00155488;0.0751932
12;200;0.000204398;0.00298607;0.0684504
16;50;1.3593e-05;0.000494732;0.0274755
16;100;5.2161e-05;0.00894234;0.00583304
16;150;0.000115216;0.00165906;0.0694466
16;200;0.00020362;0.0030927;0.0658389
24;50;1.3818e-05;0.027829;0.000496533
24;100;5.2145e-05;0.00110243;0.0473001
24;150;0.000114953;0.00196432;0.0585205
24;200;0.000204698;0.0142153;0.0143998
